target,ubicacionValida,longitudTweet,hashtagKey,entretenimiento,locationEnHashtag,SmoothKey,SmoothLocation,hashtagFreqEnc,relacion#longitud,relacion@longitud,relacionTodoLongitud,cantidadPalabras,SmoothCantPal,Smooth@y#,SmoothLongitud
0,0,2,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.29246396145122006
0,0,1,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,0,0.4099656345814233,0.44378732863894055,0.3575454088111009
0,0,3,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,3,0.29444333211331153,0.44378732863894055,0.2998691509462559
0,0,2,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.29246396145122006
0,0,2,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.29246396145122006
0,0,1,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,0,0.4099656345814233,0.44378732863894055,0.3575454088111009
0,0,2,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.29246396145122006
0,0,1,0,0,0,0.42941308727585265,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,1,0.2747971795396101,0.44378732863894055,0.3575454088111009
1,0,6,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,1.8181818181818181,3.6363636363636362,3,0.29444333211331153,0.4022344018968713,0.3407617845328852
0,0,7,0,0,0,0.41151455327960684,0.4126184961074968,0.00013135426244581636,2.9850746268656714,0.0,4.477611940298507,5,0.4563681154424397,0.4202840406997997,0.359845753998534
1,0,8,0,0,0,0.41151455327960684,0.4126184961074968,0.00013135426244581636,1.2195121951219512,0.0,2.4390243902439024,5,0.4563681154424397,0.4022344018968713,0.45444481759482636
0,1,3,0,0,0,0.41151455327960684,0.4492291673947388,0.7688164980953632,0.0,0.0,0.0,3,0.29444333211331153,0.44378732863894055,0.2998691509462559
0,1,8,0,0,0,0.41151455327960684,0.3844518232982045,0.7688164980953632,0.0,0.0,1.3157894736842104,7,0.48353796637169044,0.44378732863894055,0.45444481759482636
0,1,12,0,0,0,0.41151455327960684,0.4212350906473189,0.0002627085248916327,0.819672131147541,0.819672131147541,1.639344262295082,10,0.41292917292924264,0.4202840406997997,0.4437973916708462
1,0,6,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,1.8181818181818181,3,0.29444333211331153,0.44378732863894055,0.3407617845328852
1,0,15,0,0,0,0.41151455327960684,0.42459778930726416,0.00013135426244581636,0.684931506849315,0.0,1.36986301369863,6,0.49950690604434583,0.4022344018968713,0.43097789072388343
0,0,2,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.29246396145122006
0,0,11,0,0,0,0.41151455327960684,0.4126184961074968,0.0002627085248916327,0.8771929824561403,0.0,4.385964912280701,1,0.2747971795396101,0.4022344018968713,0.4380242243938389
0,0,6,0,0,0,0.41151455327960684,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,5,0.4563681154424397,0.44378732863894055,0.3407617845328852
0,0,12,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,11,0.4290290531745937,0.44378732863894055,0.4437973916708462
0,0,4,0,0,0,0.41151455327960684,0.42459778930726416,0.7688164980953632,0.0,2.272727272727273,2.272727272727273,2,0.3125609833962024,0.4022344018968713,0.24289655820104308
0,0,9,0,0,0,0.41151455327960684,0.42459778930726416,0.7688164980953632,0.0,0.0,1.0869565217391304,5,0.4563681154424397,0.44378732863894055,0.4839314256955503
0,0,10,0,0,0,0.41151455327960684,0.42459778930726416,0.7688164980953632,0.0,0.0,1.0416666666666665,6,0.49950690604434583,0.44378732863894055,0.44709425606575215
1,0,10,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,1.0309278350515463,6,0.49950690604434583,0.44378732863894055,0.44709425606575215
0,0,6,0,0,0,0.41151455327960684,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,6,0.49950690604434583,0.44378732863894055,0.3407617845328852
0,0,11,0,0,0,0.41151455327960684,0.4126184961074968,0.0002627085248916327,0.8771929824561403,0.0,4.385964912280701,1,0.2747971795396101,0.4022344018968713,0.4380242243938389
0,0,14,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,15,0.392189742063459,0.44378732863894055,0.5349346185580258
1,1,7,0,0,0,0.41151455327960684,0.422120510741608,0.7688164980953632,0.0,0.0,1.36986301369863,6,0.49950690604434583,0.44378732863894055,0.359845753998534
1,1,8,0,0,0,0.41151455327960684,0.5331065283068436,0.7688164980953632,0.0,0.0,1.3333333333333335,9,0.46961890685197394,0.44378732863894055,0.45444481759482636
0,0,14,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,1.4598540145985401,5,0.4563681154424397,0.44378732863894055,0.5349346185580258
1,0,10,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,1.0309278350515463,7,0.48353796637169044,0.44378732863894055,0.44709425606575215
0,0,13,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.7692307692307693,1.5384615384615385,6,0.49950690604434583,0.4022344018968713,0.4370249731629653
1,0,14,0,0,0,0.41151455327960684,0.4126184961074968,0.00013135426244581636,1.4814814814814816,0.0,2.2222222222222223,8,0.4642876322152056,0.4202840406997997,0.5349346185580258
1,0,10,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,1.0309278350515463,6,0.49950690604434583,0.44378732863894055,0.44709425606575215
0,1,13,0,0,0,0.41151455327960684,0.40533942684930685,0.7688164980953632,0.0,0.7936507936507936,1.5873015873015872,11,0.4290290531745937,0.4022344018968713,0.4370249731629653
0,0,12,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,9,0.46961890685197394,0.44378732863894055,0.4437973916708462
1,1,14,0,0,0,0.41151455327960684,0.43893438547688346,0.00013135426244581636,2.1739130434782608,0.0,3.6231884057971016,8,0.4642876322152056,0.45279535458856673,0.5349346185580258
0,0,8,0,0,0,0.41151455327960684,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.45444481759482636
0,0,14,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,0.7407407407407408,9,0.46961890685197394,0.44378732863894055,0.5349346185580258
0,0,10,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,0.0,1.0204081632653061,8,0.4642876322152056,0.44378732863894055,0.44709425606575215
1,0,14,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,1.4492753623188406,1.4492753623188406,7,0.48353796637169044,0.4202840406997997,0.5349346185580258
0,1,8,0,0,1,0.41151455327960684,0.4633270840547866,0.00013135426244581636,2.5,0.0,3.75,4,0.38912591844587724,0.4202840406997997,0.45444481759482636
1,0,8,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,1.3157894736842104,2.631578947368421,5,0.4563681154424397,0.4022344018968713,0.45444481759482636
0,0,8,0,0,0,0.41151455327960684,0.4126184961074968,0.7688164980953632,0.0,1.1764705882352942,1.1764705882352942,8,0.4642876322152056,0.4022344018968713,0.45444481759482636
0,0,14,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
1,1,10,0,0,0,0.4960442907113077,0.45987592253120824,0.00013135426244581636,1.0204081632653061,0.0,2.0408163265306123,6,0.49950690604434583,0.4022344018968713,0.44709425606575215
1,0,12,0,0,0,0.4960442907113077,0.4126184961074968,0.00013135426244581636,2.4390243902439024,0.0,3.2520325203252036,6,0.49950690604434583,0.45279535458856673,0.4437973916708462
0,0,13,0,0,1,0.4960442907113077,0.4126184961074968,0.00013135426244581636,2.3255813953488373,0.0,3.10077519379845,8,0.4642876322152056,0.45279535458856673,0.4370249731629653
0,0,14,0,0,0,0.4960442907113077,0.4126184961074968,0.00013135426244581636,1.4184397163120568,0.0,2.8368794326241136,8,0.4642876322152056,0.4202840406997997,0.5349346185580258
1,1,14,0,0,0,0.4960442907113077,0.4400548554681333,0.7688164980953632,0.0,0.0,0.7194244604316548,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
1,1,4,0,0,0,0.4960442907113077,0.4777734543775254,0.7688164980953632,0.0,0.0,0.0,3,0.29444333211331153,0.44378732863894055,0.24289655820104308
1,0,9,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.4839314256955503
0,0,9,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,1.1111111111111112,2.2222222222222223,6,0.49950690604434583,0.4022344018968713,0.4839314256955503
0,0,7,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,1.4925373134328357,3,0.29444333211331153,0.44378732863894055,0.359845753998534
1,0,7,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,4,0.38912591844587724,0.44378732863894055,0.359845753998534
1,0,10,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,7,0.48353796637169044,0.44378732863894055,0.44709425606575215
1,1,9,0,0,0,0.4960442907113077,0.4110159616615043,0.7688164980953632,0.0,0.0,0.0,5,0.4563681154424397,0.44378732863894055,0.4839314256955503
0,0,14,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.5349346185580258
1,0,10,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,10,0.41292917292924264,0.44378732863894055,0.44709425606575215
0,0,8,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,6,0.49950690604434583,0.44378732863894055,0.45444481759482636
1,1,13,0,0,0,0.4960442907113077,0.42824742139072886,0.00013135426244581636,1.5151515151515151,0.0,3.0303030303030303,3,0.29444333211331153,0.4202840406997997,0.4370249731629653
1,0,8,0,0,0,0.4960442907113077,0.4126184961074968,0.00013135426244581636,2.5316455696202533,0.0,3.79746835443038,4,0.38912591844587724,0.4202840406997997,0.45444481759482636
1,0,14,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,0.0,0.7352941176470588,9,0.46961890685197394,0.44378732863894055,0.5349346185580258
1,0,7,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.359845753998534
1,0,14,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,9,0.46961890685197394,0.44378732863894055,0.5349346185580258
1,0,13,0,0,0,0.4960442907113077,0.4126184961074968,0.00013135426244581636,1.5625,0.0,1.5625,11,0.4290290531745937,0.4202840406997997,0.4370249731629653
1,0,5,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,3,0.29444333211331153,0.44378732863894055,0.31574273072158826
0,0,5,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,0.0,2.1739130434782608,1,0.2747971795396101,0.44378732863894055,0.31574273072158826
1,0,6,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,2,0.3125609833962024,0.44378732863894055,0.3407617845328852
1,0,9,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,1.0752688172043012,2.1505376344086025,5,0.4563681154424397,0.4022344018968713,0.4839314256955503
1,0,8,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,1.2658227848101267,2,0.3125609833962024,0.44378732863894055,0.45444481759482636
1,1,5,0,0,0,0.4960442907113077,0.4353067252081834,0.7688164980953632,0.0,0.0,2.0408163265306123,1,0.2747971795396101,0.44378732863894055,0.31574273072158826
1,0,14,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,7,0.48353796637169044,0.44378732863894055,0.5349346185580258
0,0,14,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,13,0.4644329891575848,0.44378732863894055,0.5349346185580258
1,0,14,0,0,0,0.4960442907113077,0.4126184961074968,0.00013135426244581636,2.2058823529411766,0.7352941176470588,2.941176470588235,9,0.46961890685197394,0.4213470216777956,0.5349346185580258
0,0,5,0,0,0,0.4960442907113077,0.4126184961074968,0.7688164980953632,0.0,1.8867924528301887,1.8867924528301887,2,0.3125609833962024,0.4022344018968713,0.31574273072158826
1,0,10,0,0,0,0.4960442907113077,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,10,0.41292917292924264,0.44378732863894055,0.44709425606575215
1,0,12,0,0,0,0.4960442907113077,0.4126184961074968,0.00013135426244581636,0.8064516129032258,0.8064516129032258,2.4193548387096775,7,0.48353796637169044,0.4202840406997997,0.4437973916708462
0,1,14,0,0,0,0.4960442907113077,0.4336413136417597,0.00013135426244581636,0.7194244604316548,0.0,0.7194244604316548,10,0.41292917292924264,0.4022344018968713,0.5349346185580258
0,0,5,0,1,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,2.0408163265306123,2.0408163265306123,3,0.29444333211331153,0.4022344018968713,0.31574273072158826
0,0,11,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.4380242243938389
0,1,14,0,0,1,0.3206416361643771,0.41313441582717814,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,0,7,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,4,0.38912591844587724,0.44378732863894055,0.359845753998534
0,0,14,0,0,1,0.3206416361643771,0.4126184961074968,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,0,5,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,4,0.38912591844587724,0.44378732863894055,0.31574273072158826
0,0,12,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.8,0.8,8,0.4642876322152056,0.4022344018968713,0.4437973916708462
0,0,7,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,4,0.38912591844587724,0.44378732863894055,0.359845753998534
0,0,8,0,0,0,0.3206416361643771,0.42459778930726416,0.00013135426244581636,1.2048192771084338,0.0,1.2048192771084338,6,0.49950690604434583,0.4022344018968713,0.45444481759482636
0,0,6,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,6,0.49950690604434583,0.44378732863894055,0.3407617845328852
0,0,11,0,0,0,0.3206416361643771,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,7,0.48353796637169044,0.44378732863894055,0.4380242243938389
0,1,3,0,0,0,0.3206416361643771,0.43103901221594637,0.7688164980953632,0.0,0.0,2.941176470588235,1,0.2747971795396101,0.44378732863894055,0.2998691509462559
0,1,14,0,0,1,0.3206416361643771,0.41313441582717814,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,0,14,0,0,1,0.3206416361643771,0.4126184961074968,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,0,14,0,0,1,0.3206416361643771,0.42459778930726416,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,0,5,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,1.8518518518518516,1.8518518518518516,3,0.29444333211331153,0.4022344018968713,0.31574273072158826
0,1,14,0,0,1,0.3206416361643771,0.41313441582717814,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,1,14,0,0,1,0.3206416361643771,0.41313441582717814,0.0009194798371207146,4.285714285714286,0.7142857142857143,6.428571428571428,3,0.29444333211331153,0.3917278339682122,0.5349346185580258
0,1,14,0,0,1,0.3206416361643771,0.42836892408349125,0.00013135426244581636,1.4388489208633095,0.0,2.158273381294964,9,0.46961890685197394,0.4202840406997997,0.5349346185580258
0,1,12,0,0,0,0.3206416361643771,0.45133854230666554,0.7688164980953632,0.0,0.0,1.6260162601626018,7,0.48353796637169044,0.44378732863894055,0.4437973916708462
0,0,14,1,0,0,0.3206416361643771,0.42459778930726416,0.00013135426244581636,1.4705882352941175,0.0,1.4705882352941175,11,0.4290290531745937,0.4202840406997997,0.5349346185580258
0,0,8,0,0,0,0.3206416361643771,0.42459778930726416,0.7688164980953632,0.0,0.0,1.282051282051282,3,0.29444333211331153,0.44378732863894055,0.45444481759482636
0,0,13,0,1,0,0.3206416361643771,0.4126184961074968,0.00013135426244581636,1.5384615384615385,0.7692307692307693,3.076923076923077,7,0.48353796637169044,0.45279535458856673,0.4370249731629653
0,0,13,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,5,0.4563681154424397,0.44378732863894055,0.4370249731629653
0,0,13,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.4370249731629653
0,0,11,0,0,0,0.3206416361643771,0.4126184961074968,0.00013135426244581636,2.727272727272727,0.0,3.6363636363636362,5,0.4563681154424397,0.45279535458856673,0.4380242243938389
0,0,14,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
0,0,6,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,6,0.49950690604434583,0.44378732863894055,0.3407617845328852
0,0,3,0,0,0,0.3206416361643771,0.42459778930726416,0.7688164980953632,0.0,3.7037037037037033,3.7037037037037033,1,0.2747971795396101,0.4022344018968713,0.2998691509462559
0,0,3,0,0,0,0.3206416361643771,0.42459778930726416,0.7688164980953632,0.0,0.0,2.941176470588235,1,0.2747971795396101,0.44378732863894055,0.2998691509462559
0,0,11,0,0,0,0.3206416361643771,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,11,0.4290290531745937,0.44378732863894055,0.4380242243938389
0,0,10,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,5,0.4563681154424397,0.44378732863894055,0.44709425606575215
0,0,8,0,0,0,0.3206416361643771,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.45444481759482636
0,0,14,0,0,0,0.3206416361643771,0.42459778930726416,0.7688164980953632,0.0,4.411764705882353,4.411764705882353,6,0.49950690604434583,0.4283156334287709,0.5349346185580258
1,0,14,0,0,0,0.5404887351557521,0.4126184961074968,0.0011821883620123472,0.7352941176470588,0.0,1.4705882352941175,12,0.46456055365158216,0.4022344018968713,0.5349346185580258
1,1,14,0,0,0,0.5404887351557521,0.4048791314312632,0.7688164980953632,0.0,0.0,0.7352941176470588,10,0.41292917292924264,0.44378732863894055,0.5349346185580258
0,1,8,0,0,0,0.5404887351557521,0.40919980234310976,0.7688164980953632,0.0,1.25,1.25,4,0.38912591844587724,0.4022344018968713,0.45444481759482636
1,0,14,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,0.7352941176470588,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
1,0,10,0,0,0,0.5404887351557521,0.42459778930726416,0.7688164980953632,0.0,0.9615384615384616,0.9615384615384616,4,0.38912591844587724,0.4022344018968713,0.44709425606575215
1,1,11,0,0,0,0.5404887351557521,0.4675777912479498,0.7688164980953632,0.0,0.0,0.0,9,0.46961890685197394,0.44378732863894055,0.4380242243938389
1,1,8,0,0,0,0.5404887351557521,0.5331065283068436,0.7688164980953632,0.0,1.3333333333333335,2.666666666666667,4,0.38912591844587724,0.4022344018968713,0.45444481759482636
1,1,8,0,0,0,0.5404887351557521,0.5331065283068436,0.7688164980953632,0.0,0.0,1.1904761904761905,5,0.4563681154424397,0.44378732863894055,0.45444481759482636
1,1,14,0,0,0,0.5404887351557521,0.403748206927328,0.7688164980953632,0.0,0.0,0.0,8,0.4642876322152056,0.44378732863894055,0.5349346185580258
1,0,10,0,0,0,0.5404887351557521,0.4126184961074968,0.00013135426244581636,3.0927835051546393,0.0,4.123711340206185,5,0.4563681154424397,0.45279535458856673,0.44709425606575215
1,0,14,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,0.7042253521126761,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
1,0,14,0,0,0,0.5404887351557521,0.42459778930726416,0.7688164980953632,0.0,0.0,0.0,13,0.4644329891575848,0.44378732863894055,0.5349346185580258
1,1,10,0,0,0,0.5404887351557521,0.4497164937168877,0.00013135426244581636,4.2105263157894735,0.0,4.2105263157894735,5,0.4563681154424397,0.4213470216777956,0.44709425606575215
0,0,7,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,7,0.48353796637169044,0.44378732863894055,0.359845753998534
0,1,13,0,0,0,0.5404887351557521,0.4147733891134578,0.7688164980953632,0.0,1.5873015873015872,1.5873015873015872,8,0.4642876322152056,0.4202840406997997,0.4370249731629653
1,0,14,0,0,0,0.5404887351557521,0.4126184961074968,0.0002627085248916327,0.7352941176470588,0.0,1.4705882352941175,11,0.4290290531745937,0.4022344018968713,0.5349346185580258
1,0,13,0,0,0,0.5404887351557521,0.42459778930726416,0.00013135426244581636,6.25,0.0,7.03125,9,0.46961890685197394,0.4687254800533321,0.4370249731629653
1,1,9,0,0,0,0.5404887351557521,0.5331065283068436,0.7688164980953632,0.0,0.0,1.1235955056179776,5,0.4563681154424397,0.44378732863894055,0.4839314256955503
1,0,8,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,1.2048192771084338,5,0.4563681154424397,0.44378732863894055,0.45444481759482636
1,0,7,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,0.0,6,0.49950690604434583,0.44378732863894055,0.359845753998534
1,0,14,0,0,0,0.5404887351557521,0.42459778930726416,0.00013135426244581636,5.072463768115942,0.7246376811594203,6.521739130434782,11,0.4290290531745937,0.4687254800533321,0.5349346185580258
1,0,8,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,1.25,4,0.38912591844587724,0.44378732863894055,0.45444481759482636
1,1,14,0,0,0,0.5404887351557521,0.42836892408349125,0.7688164980953632,0.0,0.0,0.7352941176470588,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
1,0,14,0,0,0,0.5404887351557521,0.42459778930726416,0.7688164980953632,0.0,0.0,0.7352941176470588,11,0.4290290531745937,0.44378732863894055,0.5349346185580258
1,0,14,0,0,0,0.5404887351557521,0.4126184961074968,0.7688164980953632,0.0,0.0,0.7092198581560284,8,0.4642876322152056,0.44378732863894055,0.5349346185580258
